"Bradi0012s00100.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi1g05550.1"	"GO:0003700;GO:0005634;GO:0006355;GO:0043565"
"Bradi1g05560.1"	"unknown"
"Bradi1g05580.1"	"unknown"
"Bradi1g05590.5"	"GO:0005515"
"Bradi1g05600.1"	"GO:0005515"
"Bradi1g05610.1"	"GO:0005515"
"Bradi1g05620.2"	"unknown"
"Bradi1g05630.1"	"GO:0006810;GO:0016021;GO:0055085"
"Bradi1g05650.1"	"unknown"
"Bradi1g05660.1"	"GO:0003676;GO:0004527;GO:0008270"
"Bradi1g05670.1"	"GO:0003676;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g05680.10"	"GO:0006520;GO:0016491;GO:0055114"
"Bradi1g05690.1"	"GO:0008080"
"Bradi1g05700.1"	"GO:0008080"
"Bradi1g05707.1"	"GO:0008137;GO:0042773;GO:0055114"
"Bradi1g05740.1"	"GO:0009521;GO:0009523;GO:0009767;GO:0009772;GO:0015979;GO:0016020;GO:0016168;GO:0019684;GO:0045156"
"Bradi1g05742.1"	"GO:0009523;GO:0009539;GO:0015979;GO:0016020"
"Bradi1g05746.2"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0019843"
"Bradi1g05752.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g05753.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0019843"
"Bradi1g05755.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g05756.1"	"GO:0009055;GO:0009522;GO:0009773;GO:0015979;GO:0042651;GO:0051539"
"Bradi1g05757.1"	"GO:0005506;GO:0009055;GO:0016020;GO:0016021;GO:0016491;GO:0020037;GO:0022900;GO:0022904;GO:0045158"
"Bradi1g05758.2"	"GO:0009055;GO:0009767;GO:0016020;GO:0016491;GO:0042651;GO:0045156"
"Bradi1g05761.1"	"GO:0003677;GO:0003899;GO:0006351;GO:0046983"
"Bradi1g05763.1"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi1g05764.1"	"GO:0008137;GO:0016020;GO:0016651;GO:0051539;GO:0055114"
"Bradi1g05766.1"	"GO:0009055;GO:0009767;GO:0016020;GO:0016491;GO:0042651;GO:0045156"
"Bradi1g05767.1"	"GO:0003723;GO:0003743;GO:0006413"
"Bradi1g05769.2"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi1g05772.1"	"GO:0003735;GO:0005840;GO:0006412;GO:0015934"
"Bradi1g05774.1"	"GO:0003735;GO:0005840;GO:0006412;GO:0019843"
"Bradi1g05775.1"	"GO:0009055;GO:0009512"
"Bradi1g05776.1"	"GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935"
"Bradi1g05778.1"	"GO:0003735;GO:0005840;GO:0006412;GO:0015934"
"Bradi1g05783.1"	"GO:0016021"
"Bradi1g05788.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935"
"Bradi1g05792.2"	"GO:0003735;GO:0005840;GO:0006412;GO:0015935"
"Bradi1g05794.1"	"GO:0003735;GO:0005840;GO:0006412;GO:0015934"
"Bradi1g05796.1"	"GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935"
"Bradi1g05801.1"	"GO:0003735;GO:0006412;GO:0015935"
"Bradi1g05804.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g05807.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g05810.1"	"GO:0005515"
"Bradi1g05813.2"	"GO:0008080"
"Bradi1g05817.1"	"GO:0008080"
"Bradi1g05818.1"	"unknown"
"Bradi1g05821.1"	"GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934;GO:0016740"
"Bradi1g05822.1"	"unknown"
"Bradi1g05824.1"	"unknown"
"Bradi1g05825.1"	"unknown"
"Bradi1g05827.1"	"GO:0006869;GO:0008289"
"Bradi1g05829.1"	"unknown"
"Bradi1g05837.1"	"unknown"
"Bradi1g05850.1"	"unknown"
"Bradi1g05870.1"	"GO:0003824;GO:0010181;GO:0016491;GO:0055114"
"Bradi1g05880.1"	"GO:0003824;GO:0010181;GO:0016491;GO:0055114"
"Bradi1g05890.1"	"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0048544"
"Bradi1g05895.1"	"GO:0005515"
"Bradi1g05920.1"	"GO:0046856"
"Bradi1g05950.4"	"GO:0004672;GO:0005524;GO:0006468"
"Bradi1g05970.4"	"unknown"
"Bradi1g05980.3"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"Bradi1g06030.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi1g06036.2"	"GO:0003677;GO:0008270"
"Bradi1g06050.1"	"GO:0004553;GO:0005975"
"Bradi1g06060.1"	"GO:0003677;GO:0006260"
"Bradi1g06070.1"	"GO:0005515"
"Bradi1g06080.1"	"GO:0004222;GO:0006508"
"Bradi1g06090.1"	"unknown"
"Bradi1g06100.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g06110.1"	"GO:0006810;GO:0016021;GO:0016192"
"Bradi1g06122.2"	"unknown"
"Bradi1g06160.4"	"GO:0003824;GO:0005506;GO:0009055;GO:0016491;GO:0016614;GO:0046872;GO:0050660;GO:0051536;GO:0055114"
"Bradi1g06177.1"	"GO:0003824;GO:0005506;GO:0009055;GO:0016491;GO:0016614;GO:0046872;GO:0050660;GO:0051536;GO:0055114"
"Bradi1g06190.1"	"GO:0003677;GO:0008270"
"Bradi1g06200.1"	"GO:0003824;GO:0005506;GO:0009055;GO:0016491;GO:0016614;GO:0046872;GO:0050660;GO:0051536;GO:0055114"
"Bradi1g06220.5"	"GO:0000166;GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g06230.1"	"unknown"
"Bradi1g06235.2"	"GO:0003677"
"Bradi1g06250.1"	"unknown"
"Bradi1g06260.1"	"unknown"
"Bradi1g06270.1"	"GO:0004672;GO:0004713;GO:0005509;GO:0005524;GO:0006468"
"Bradi1g06280.4"	"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0048544"
"Bradi1g06290.1"	"unknown"
"Bradi1g06300.4"	"GO:0004672;GO:0004713;GO:0005509;GO:0005524;GO:0006468"
"Bradi1g06310.2"	"unknown"
"Bradi1g06320.1"	"unknown"
"Bradi1g06330.1"	"GO:0005515;GO:0008270"
"Bradi1g06340.1"	"GO:0006457;GO:0031072;GO:0051082"
"Bradi1g06350.1"	"GO:0005515"
"Bradi1g06360.1"	"unknown"
"Bradi1g06366.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g06372.1"	"GO:0005515;GO:0016020;GO:0016192"
"Bradi1g06380.1"	"GO:0005515"
"Bradi1g06387.4"	"GO:0006511;GO:0031625"
"Bradi1g06400.1"	"unknown"
"Bradi1g06410.2"	"GO:0003676;GO:0003677;GO:0003917;GO:0006265;GO:0008270"
"Bradi1g06420.1"	"GO:0003676;GO:0046872"
"Bradi1g06430.1"	"GO:0003824;GO:0010181;GO:0016491;GO:0055114"
"Bradi1g06440.3"	"unknown"
"Bradi1g06452.1"	"GO:0005515"
"Bradi1g06460.1"	"unknown"
"Bradi1g06470.3"	"GO:0016020"
"Bradi1g06480.1"	"GO:0005634;GO:0008270"
"Bradi1g06490.2"	"GO:0003690;GO:0005739;GO:0006355"
"Bradi1g06495.3"	"unknown"
"Bradi1g06511.1"	"GO:0005737;GO:0017089;GO:0046836;GO:0051861"
"Bradi1g06520.5"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g06530.3"	"GO:0005488;GO:0006402;GO:0030014"
"Bradi1g06540.1"	"GO:0016491;GO:0055114"
"Bradi1g06550.13"	"unknown"
"Bradi1g06560.1"	"GO:0016757"
"Bradi1g06570.3"	"unknown"
"Bradi1g06580.1"	"unknown"
"Bradi1g06590.1"	"unknown"
"Bradi1g06610.1"	"GO:0006629;GO:0008152"
"Bradi1g06620.16"	"unknown"
"Bradi1g06630.2"	"GO:0006810;GO:0008565;GO:0015031"
"Bradi1g06637.1"	"unknown"
"Bradi1g06639.1"	"unknown"
"Bradi1g06640.1"	"unknown"
"Bradi1g06650.6"	"GO:0005515"
"Bradi1g06660.1"	"unknown"
"Bradi1g06665.1"	"unknown"
"Bradi1g06670.1"	"GO:0046983"
"Bradi1g06677.1"	"unknown"
"Bradi1g06684.1"	"unknown"
"Bradi1g06691.2"	"unknown"
"Bradi1g06696.1"	"unknown"
"Bradi1g06700.1"	"unknown"
"Bradi1g06750.1"	"GO:0004751;GO:0009052"
"Bradi1g06760.1"	"unknown"
"Bradi1g06766.3"	"GO:0005515"
"Bradi1g06772.1"	"GO:0005525"
"Bradi1g06780.1"	"GO:0006480;GO:0008168"
"Bradi1g06790.1"	"GO:0005506;GO:0006633;GO:0009058;GO:0016491;GO:0055114"
"Bradi1g06800.1"	"GO:0000930;GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017;GO:0007020;GO:0031122;GO:0043234;GO:0051258"
"Bradi1g06810.1"	"GO:0003824;GO:0003938;GO:0006164;GO:0055114"
"Bradi1g06821.2"	"GO:0003779;GO:0005622;GO:0015629;GO:0030042"
"Bradi1g06830.1"	"unknown"
"Bradi1g06840.1"	"unknown"
"Bradi1g06851.3"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi1g06861.3"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi1g06870.3"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi1g06890.1"	"GO:0009522;GO:0009538;GO:0015979"
"Bradi1g06900.1"	"GO:0005516;GO:0006950"
"Bradi1g06904.1"	"unknown"
"Bradi1g06907.8"	"GO:0006355;GO:0008270"
"Bradi1g06917.1"	"GO:0016757"
"Bradi1g06930.1"	"unknown"
"Bradi1g06945.1"	"GO:0006506;GO:0016021;GO:0017176"
"Bradi1g06960.1"	"unknown"
"Bradi1g06970.1"	"GO:0003677;GO:0006355"
"Bradi1g06980.4"	"unknown"
"Bradi1g06990.1"	"unknown"
"Bradi1g06997.2"	"unknown"
"Bradi1g07010.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g07020.1"	"GO:0006099;GO:0016491;GO:0016627;GO:0022900;GO:0050660;GO:0055114"
"Bradi1g07027.1"	"GO:0005515"
"Bradi1g07032.1"	"GO:0003824;GO:0009058;GO:0030170"
"Bradi1g07060.1"	"unknown"
"Bradi1g07070.2"	"unknown"
"Bradi1g07080.1"	"GO:0005516;GO:0009522;GO:0015979;GO:0042651"
"Bradi1g07090.1"	"GO:0005515"
"Bradi1g07101.1"	"GO:0003824;GO:0005506;GO:0010181;GO:0051536;GO:0055114"
"Bradi1g07110.1"	"GO:0008168"
"Bradi1g07120.1"	"GO:0008168;GO:0032259"
"Bradi1g07133.1"	"unknown"
"Bradi1g07140.1"	"unknown"
"Bradi1g07150.1"	"GO:0016020;GO:0016651;GO:0051539;GO:0055114"
"Bradi1g07160.1"	"GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017;GO:0043234;GO:0051258"
"Bradi1g07170.1"	"GO:0003824;GO:0003854;GO:0005975;GO:0006108;GO:0006694;GO:0016616;GO:0019752;GO:0030060;GO:0055114"
"Bradi1g07180.2"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g07190.2"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi1g07200.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g07210.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g07220.1"	"unknown"
"Bradi1g07230.2"	"GO:0004129;GO:0005743;GO:0005751"
"Bradi1g07237.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246"
"Bradi1g07247.6"	"GO:0003677;GO:0005634;GO:0006355"
"Bradi1g07270.1"	"unknown"
"Bradi1g07277.1"	"unknown"
"Bradi1g07290.4"	"GO:0003677;GO:0003700;GO:0006355;GO:0007275"
"Bradi1g07300.1"	"GO:0000166;GO:0003676"
"Bradi1g07310.3"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi1g07320.1"	"unknown"
"Bradi1g07330.1"	"unknown"
"Bradi1g07340.1"	"unknown"
"Bradi1g07360.2"	"GO:0005515"
"Bradi1g07370.1"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi1g07380.1"	"unknown"
"Bradi1g07390.12"	"unknown"
"Bradi1g07400.1"	"GO:0004617;GO:0006564;GO:0008152;GO:0016597;GO:0016616;GO:0051287;GO:0055114"
"Bradi1g07410.1"	"GO:0003677;GO:0006904;GO:0016192"
"Bradi1g07420.1"	"unknown"
"Bradi1g07430.3"	"unknown"
"Bradi1g07441.1"	"unknown"
"Bradi1g07450.1"	"GO:0003677"
"Bradi1g07457.1"	"GO:0005515"
"Bradi1g07470.3"	"GO:0006662;GO:0015035;GO:0045454"
"Bradi1g07480.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi1g07490.1"	"unknown"
"Bradi1g07495.1"	"unknown"
"Bradi1g07511.1"	"GO:0003677"
"Bradi1g07520.3"	"unknown"
"Bradi1g07530.3"	"GO:0009512"
"Bradi1g07540.3"	"GO:0003824"
"Bradi1g07550.1"	"unknown"
"Bradi1g07560.1"	"GO:0016491"
"Bradi1g07565.2"	"GO:0005643;GO:0006913"
"Bradi1g07570.1"	"GO:0006508;GO:0008236;GO:0016020"
"Bradi1g07577.1"	"unknown"
"Bradi1g07590.1"	"GO:0000226;GO:0000278;GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0007049;GO:0007059;GO:0032465"
"Bradi1g07600.1"	"GO:0003677;GO:0006355"
"Bradi1g07611.2"	"unknown"
"Bradi1g07620.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g07630.1"	"GO:0003677"
"Bradi1g07640.1"	"GO:0003677;GO:0005515"
"Bradi1g07650.2"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g07660.1"	"GO:0003676;GO:0046872"
"Bradi1g07672.1"	"GO:0000166;GO:0004812;GO:0005524;GO:0005737;GO:0006418;GO:0016874"
"Bradi1g07700.2"	"GO:0004252;GO:0006508"
"Bradi1g07710.2"	"unknown"
"Bradi1g07717.3"	"GO:0004843;GO:0005515;GO:0009055;GO:0020037"
"Bradi1g07750.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g07760.1"	"unknown"
"Bradi1g07780.1"	"GO:0004601;GO:0006979;GO:0020037;GO:0055114"
"Bradi1g07790.1"	"GO:0004601;GO:0006979;GO:0020037;GO:0055114"
"Bradi1g07797.3"	"unknown"
"Bradi1g07810.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g07820.4"	"GO:0005506;GO:0016491;GO:0016705;GO:0031418;GO:0055114"
"Bradi1g07830.1"	"unknown"
"Bradi1g07840.1"	"GO:0004252;GO:0006508"
"Bradi1g07850.2"	"GO:0005515"
"Bradi1g07860.1"	"GO:0005515"
"Bradi1g07870.1"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi1g07880.1"	"GO:0005515"
"Bradi1g07890.1"	"unknown"
"Bradi1g07900.1"	"unknown"
"Bradi1g07910.1"	"GO:0003942;GO:0004073;GO:0005737;GO:0008652;GO:0009086;GO:0009088;GO:0009089;GO:0009097;GO:0016620;GO:0046983;GO:0050661;GO:0051287;GO:0055114"
"Bradi1g07920.5"	"unknown"
"Bradi1g07930.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi1g07936.1"	"GO:0046983"
"Bradi1g07950.1"	"GO:0000808;GO:0005634;GO:0006260"
"Bradi1g07960.3"	"unknown"
"Bradi1g07980.1"	"unknown"
"Bradi1g07991.1"	"GO:0005515"
"Bradi1g08000.4"	"unknown"
"Bradi1g08010.2"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi1g08020.1"	"GO:0009055;GO:0015035;GO:0045454"
"Bradi1g08030.1"	"GO:0009055"
"Bradi1g08040.1"	"GO:0005515"
"Bradi1g08060.1"	"GO:0005216;GO:0006811;GO:0016020;GO:0055085"
"Bradi1g08070.2"	"GO:0004645;GO:0005975;GO:0008184;GO:0030170"
"Bradi1g08080.1"	"unknown"
"Bradi1g08106.4"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi1g08120.1"	"GO:0003979;GO:0016616;GO:0051287;GO:0055114"
"Bradi1g08125.1"	"unknown"
"Bradi1g08130.1"	"GO:0004553;GO:0010215;GO:0016049;GO:0030247;GO:0031225"
"Bradi1g08150.1"	"GO:0008152;GO:0016758"
"Bradi1g08157.1"	"GO:0008152;GO:0016758"
"Bradi1g08190.1"	"GO:0008152;GO:0016758"
"Bradi1g08201.1"	"unknown"
"Bradi1g08210.2"	"unknown"
"Bradi1g08217.2"	"unknown"
"Bradi1g08230.4"	"unknown"
"Bradi1g08236.1"	"unknown"
"Bradi1g08240.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g08245.1"	"unknown"
"Bradi1g08260.1"	"GO:0003735;GO:0005840;GO:0006412;GO:0015934"
"Bradi1g08270.4"	"unknown"
"Bradi1g08280.1"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi1g08287.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g08294.1"	"GO:0005515"
"Bradi1g08301.1"	"GO:0055085"
"Bradi1g08310.1"	"GO:0004553;GO:0010215;GO:0016049;GO:0030247;GO:0031225"
"Bradi1g08320.2"	"unknown"
"Bradi1g08350.1"	"unknown"
"Bradi1g08357.1"	"GO:0006508;GO:0008234"
"Bradi1g08370.6"	"unknown"
"Bradi1g08380.4"	"GO:0000272;GO:0005267;GO:0016020;GO:0071805"
"Bradi1g08390.1"	"GO:0000737;GO:0003677;GO:0003824;GO:0003918;GO:0005524;GO:0005694;GO:0006259;GO:0006265"
"Bradi1g08400.1"	"GO:0000155;GO:0005515;GO:0006355;GO:0007165;GO:0009584;GO:0009585;GO:0009881;GO:0017006;GO:0018298;GO:0042803"
"Bradi1g08410.5"	"GO:0030001;GO:0046872"
"Bradi1g08421.1"	"GO:0055085"
"Bradi1g08430.1"	"unknown"
"Bradi1g08440.2"	"unknown"
"Bradi1g08460.1"	"unknown"
"Bradi1g08470.1"	"GO:0003677;GO:0005515;GO:0006357;GO:0008270;GO:0016573"
"Bradi1g08480.1"	"unknown"
"Bradi1g08490.2"	"unknown"
"Bradi1g08500.1"	"GO:0003777;GO:0003824;GO:0005524;GO:0005871;GO:0006281;GO:0007018;GO:0008017"
"Bradi1g08510.1"	"GO:0005515"
"Bradi1g08517.2"	"GO:0006950"
"Bradi1g08530.1"	"GO:0008168"
"Bradi1g08540.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g08550.6"	"GO:0004553;GO:0005975"
"Bradi1g08560.4"	"GO:0004553;GO:0005975"
"Bradi1g08570.2"	"GO:0004553;GO:0005975"
"Bradi1g08597.1"	"GO:0000166;GO:0003676"
"Bradi1g08607.1"	"GO:0003676;GO:0004386;GO:0005524"
"Bradi1g08620.1"	"unknown"
"Bradi1g08627.1"	"unknown"
"Bradi1g08660.2"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g08680.1"	"GO:0003824;GO:0005975;GO:0030246"
"Bradi1g08690.1"	"GO:0005515;GO:0005634;GO:0008270;GO:0016568"
"Bradi1g08710.3"	"GO:0003774;GO:0005515;GO:0005524;GO:0016459;GO:0019825;GO:0020037"
"Bradi1g08718.1"	"GO:0010207"
"Bradi1g08727.3"	"GO:0005515;GO:0008080;GO:0008270"
"Bradi1g08760.1"	"unknown"
"Bradi1g08780.1"	"unknown"
"Bradi1g08790.1"	"GO:0006869"
"Bradi1g08800.1"	"unknown"
"Bradi1g08810.3"	"GO:0005515"
"Bradi1g08820.3"	"unknown"
"Bradi1g08830.2"	"GO:0005515"
"Bradi1g08840.3"	"GO:0005515"
"Bradi1g08847.1"	"GO:0016817"
"Bradi1g08860.4"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi1g08870.1"	"unknown"
"Bradi1g08872.1"	"unknown"
"Bradi1g08880.1"	"GO:0016747"
"Bradi1g08900.1"	"GO:0006810;GO:0016021"
"Bradi1g08907.2"	"unknown"
"Bradi1g08917.1"	"GO:0005488;GO:0005515"
"Bradi1g08930.1"	"unknown"
"Bradi1g08940.1"	"GO:0005515"
"Bradi1g08950.5"	"unknown"
"Bradi1g08977.8"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g08989.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g08995.1"	"GO:0030246"
"Bradi1g09000.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246"
"Bradi1g09010.1"	"GO:0004842;GO:0005515;GO:0005634;GO:0006511;GO:0007275;GO:0008270;GO:0016567"
"Bradi1g09030.1"	"GO:0000103;GO:0004781"
"Bradi1g09042.1"	"GO:0005509"
"Bradi1g09047.1"	"unknown"
"Bradi1g09052.1"	"unknown"
"Bradi1g09065.1"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"Bradi1g09080.2"	"GO:0005515"
"Bradi1g09090.3"	"GO:0005634;GO:0006355"
"Bradi1g09100.3"	"GO:0006886;GO:0006888;GO:0008270;GO:0030127"
"Bradi1g09110.5"	"GO:0005515;GO:0008270"
"Bradi1g09120.3"	"GO:0003677;GO:0016020;GO:0030001;GO:0046873;GO:0055085"
"Bradi1g09140.1"	"GO:0005515;GO:0008270;GO:0046872"
"Bradi1g09150.1"	"unknown"
"Bradi1g09170.2"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi1g09173.7"	"GO:0003824"
"Bradi1g09177.1"	"GO:0046983"
"Bradi1g09187.3"	"GO:0003677;GO:0005634;GO:0006302;GO:0006310"
"Bradi1g09200.2"	"GO:0003824"
"Bradi1g09210.1"	"GO:0008612"
"Bradi1g09220.3"	"unknown"
"Bradi1g09230.1"	"unknown"
"Bradi1g09240.1"	"unknown"
"Bradi1g09246.1"	"GO:0005515"
"Bradi1g09260.1"	"GO:0005515;GO:0016491;GO:0016702;GO:0046872;GO:0055114"
"Bradi1g09270.1"	"GO:0005515;GO:0016491;GO:0016702;GO:0046872;GO:0055114"
"Bradi1g09286.1"	"unknown"
"Bradi1g09300.3"	"GO:0003824;GO:0016740"
"Bradi1g09310.6"	"GO:0005488;GO:0005515;GO:0008144;GO:0016773"
"Bradi1g09320.1"	"GO:0005515"
"Bradi1g09327.1"	"unknown"
"Bradi1g09340.4"	"GO:0003684;GO:0006281"
"Bradi1g09350.4"	"GO:0005524;GO:0010264;GO:0019140"
"Bradi1g09357.6"	"GO:0005515"
"Bradi1g09369.1"	"GO:0016791"
"Bradi1g09370.1"	"GO:0000079;GO:0006355;GO:0019901"
"Bradi1g09390.1"	"unknown"
"Bradi1g09400.1"	"unknown"
"Bradi1g09410.1"	"unknown"
"Bradi1g09420.1"	"unknown"
"Bradi1g09432.1"	"GO:0015986;GO:0046933"
"Bradi1g09440.1"	"GO:0005515;GO:0016020;GO:0016192"
"Bradi1g09450.1"	"GO:0008168;GO:0031167"
"Bradi1g09460.3"	"GO:0003824;GO:0004553;GO:0005975"
"Bradi1g09470.1"	"GO:0005515"
"Bradi1g09487.1"	"GO:0004867;GO:0009611"
"Bradi1g09507.1"	"GO:0003676"
"Bradi1g09525.1"	"unknown"
"Bradi1g09530.1"	"GO:0005515"
"Bradi1g09537.2"	"GO:0005978;GO:0008878;GO:0009058;GO:0016779"
"Bradi1g09550.1"	"GO:0003700;GO:0005515;GO:0006355;GO:0008270;GO:0043565"
"Bradi1g09560.1"	"GO:0055085"
"Bradi1g09570.1"	"unknown"
"Bradi1g09577.2"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g09600.1"	"unknown"
"Bradi1g09609.1"	"unknown"
"Bradi1g09615.1"	"GO:0003677;GO:0006355"
"Bradi1g09630.1"	"unknown"
"Bradi1g09637.1"	"unknown"
"Bradi1g09670.1"	"unknown"
"Bradi1g09680.1"	"GO:0003756;GO:0005783;GO:0016671;GO:0055114"
"Bradi1g09710.1"	"GO:0019288;GO:0046872;GO:0050992;GO:0051745"
"Bradi1g09729.1"	"GO:0004197;GO:0006508;GO:0008234;GO:0050790"
"Bradi1g09737.1"	"GO:0004197;GO:0006508;GO:0008234;GO:0050790"
"Bradi1g09750.2"	"GO:0004222;GO:0005515;GO:0006508;GO:0007155;GO:0016020"
"Bradi1g09760.1"	"GO:0005516;GO:0009522;GO:0015979;GO:0042651"
"Bradi1g09770.1"	"GO:0008375;GO:0016020"
"Bradi1g09774.1"	"unknown"
"Bradi1g09777.2"	"unknown"
"Bradi1g09780.1"	"unknown"
"Bradi1g09790.1"	"GO:0005516;GO:0009522;GO:0015979;GO:0042651"
"Bradi1g09800.1"	"GO:0008375;GO:0016020"
"Bradi1g09810.5"	"GO:0000166;GO:0005388;GO:0006816;GO:0016021;GO:0046872"
"Bradi1g09840.1"	"unknown"
"Bradi1g09847.1"	"unknown"
"Bradi1g09860.1"	"GO:0008152;GO:0016597"
"Bradi1g09870.1"	"GO:0006364;GO:0008168"
"Bradi1g09890.1"	"unknown"
"Bradi1g09900.2"	"GO:0005524;GO:0005634;GO:0006351;GO:0006355;GO:0032502"
"Bradi1g09910.1"	"unknown"
"Bradi1g09917.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi1g09930.1"	"unknown"
"Bradi1g09940.1"	"unknown"
"Bradi1g09950.2"	"unknown"
"Bradi1g09960.7"	"GO:0046983"
"Bradi1g09970.1"	"GO:0003677;GO:0005524;GO:0016787"
"Bradi1g09980.1"	"GO:0003824;GO:0006281"
"Bradi1g09990.1"	"GO:0005515"
"Bradi1g10000.1"	"unknown"
"Bradi1g10007.1"	"GO:0005525"
"Bradi1g10017.1"	"GO:0005515"
"Bradi1g10030.1"	"GO:0003824;GO:0009058;GO:0030170"
"Bradi1g10040.1"	"GO:0003677"
"Bradi1g10047.4"	"GO:0003677;GO:0005634;GO:0006355"
"Bradi1g10058.1"	"GO:0004842;GO:0006281;GO:0043240"
"Bradi1g10070.1"	"unknown"
"Bradi1g10080.1"	"unknown"
"Bradi1g10090.6"	"unknown"
"Bradi1g10100.4"	"unknown"
"Bradi1g10110.1"	"GO:0016021"
"Bradi1g10120.4"	"unknown"
"Bradi1g10140.1"	"GO:0000287;GO:0005524;GO:0005622;GO:0032957;GO:0047325;GO:0052725;GO:0052726"
"Bradi1g10150.1"	"GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017;GO:0043234;GO:0051258"
"Bradi1g10170.4"	"GO:0046983"
"Bradi1g10180.2"	"GO:0005515"
"Bradi1g10190.1"	"GO:0006397;GO:0016787;GO:0016788"
"Bradi1g10200.1"	"unknown"
"Bradi1g10210.1"	"unknown"
"Bradi1g10220.1"	"GO:0003735;GO:0005840;GO:0006412;GO:0019843"
"Bradi1g10240.1"	"GO:0005737"
"Bradi1g10250.1"	"unknown"
"Bradi1g10260.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g10270.1"	"GO:0005215;GO:0005622;GO:0006810"
"Bradi1g10290.1"	"unknown"
